Pixel #,Angle,Signal,Noise_Ref,Noise_term,Noise_space
1,73.387231522,0.8577022053488078,2.87789987789988,-0.01478876771313247,0.1053864666919222
2,73.321226088,0.8565971717761861,2.96336996336996,-0.017155264525919197,0.10508391598648392
3,73.255283698,0.8554594250643616,2.80586080586081,0.013653473804110047,0.1027651180165784
4,73.189404352,0.8542873115837388,2.65323565323565,0.02937730305012947,0.09923316701727314
5,73.12358805,0.8530790744062758,2.66910866910867,0.01095826044528834,0.10529238030552612
6,73.057834792,0.8518328452739361,2.71306471306471,-0.010028319338895225,0.10991332934352593
7,72.992144578,0.850546635841313,2.7997557997558,0.011018841769743076,0.12285066027730907
8,72.926517408,0.849218328119746,2.83272283272283,-0.010644042924514348,0.12060925808715006
9,72.860953282,0.8478456640426656,2.77655677655678,-0.02240826840649414,0.12532935794502142
10,72.7954522,0.8464262340636328,2.89499389499389,-0.025724582308004593,0.1295332766913232
11,72.730014162,0.8449574646895687,2.88034188034188,0.009807930424678766,0.12240158575553528
12,72.664639168,0.8434366048418744,2.86568986568987,-0.0007439996022393124,0.11395581100814656
13,72.599327218,0.8418607109277202,2.87057387057387,-0.0005173547891222831,0.11815630310885983
14,72.534078312,0.840226623390364,2.98656898656899,-0.0007555074052859232,0.13892300866196594
15,72.46889245,0.8385309771614787,3.22100122100122,0.012951490702703943,0.13796636931312323
16,72.40376963199999,0.8367701395774702,3.2039072039072,-0.00821835305741781,0.13426644578838387
17,72.338709858,0.8349402171458697,3.18070818070818,0.03402072592034425,0.11745901509981127
18,72.273713128,0.8330370249431607,3.14529914529915,0.007138324545057603,0.0908760185351003
19,72.208779442,0.8310560608257088,3.27960927960928,-0.00965011234043777,0.08331475079007722
20,72.1439088,0.8289924772042001,3.5042735042735,-0.008216636738046316,0.08180891652402289
21,72.079101202,0.8268410501801366,3.35409035409035,-0.01537837832103022,0.07232167279037638
22,72.014356648,0.8245961844422683,3.19047619047619,-0.016087663599789293,0.06518567548884568
23,71.949675138,0.8222517219713937,3.03785103785104,0.02288837290068453,0.07244281179066425
24,71.885056672,0.8198011341340965,2.86935286935287,0.01430399395182809,0.08615631267441448
25,71.82050124999999,0.8172373235683195,2.91941391941392,0.006716498754812123,0.1120809533032825
26,71.756008872,0.8145526161730888,2.74358974358974,0.02245514729711568,0.12136193656389416
27,71.691579538,0.8117387109311944,2.62637362637363,-0.02255868956767508,0.12410508265318454
28,71.627213248,0.8087865768035735,2.61904761904762,0.01228458485305743,0.11755374953675257
29,71.562910002,0.8056866061984379,2.85592185592186,0.02477454426465974,0.10453143569980905
30,71.4986698,0.8024282132505466,3.12820512820513,0.004845883015966038,0.10311433163626038
31,71.434492642,0.7990000266824743,3.51404151404151,0.00893411128441158,0.10892214148986767
32,71.370378528,0.7953897828959318,3.6959706959707,0.0085405933063891,0.09559138657879529
33,71.306327458,0.79158420864073,3.62881562881563,-0.004201401004177448,0.08459344950193504
34,71.242339432,0.7875690138386746,3.63858363858364,-0.01239294130204746,0.10169273112776833
35,71.17841444999999,0.7833288360766986,4.03663003663004,0.00029756471474878723,0.13348907075935745
36,71.114552512,0.7788472115319496,4.25030525030525,-0.001173764917739779,0.1458870602290384
37,71.050753618,0.7741065685987515,4.22222222222222,0.009647811353555115,0.15446485997267656
38,70.987017768,0.7690882544330616,4.47008547008547,-0.005509570497034782,0.15798085236835835
39,70.923344962,0.7637724860149656,4.48473748473748,0.002526294910401476,0.1485607565660304
40,70.8597352,0.758138978929902,4.52991452991453,0.0075436011562343645,0.12784484856335898
41,70.796188482,0.7521664292601709,4.3992673992674,0.0047198613740097786,0.11294597706788911
42,70.732704808,0.7458331373887557,4.02808302808303,-0.008601902495392331,0.11230569255971334
43,70.669284178,0.739118066455314,3.76923076923077,0.0014266692016438277,0.13324992836166005
44,70.605926592,0.7320005003571068,3.62881562881563,0.012315132992976404,0.15427137043697114
45,70.54263205,0.7244615051417536,3.75946275946276,-0.009037107725750624,0.16056610122394943
46,70.479400552,0.7164850070286156,3.71062271062271,-0.008092672108714087,0.15617047174729737
47,70.416232098,0.7080585782298104,3.65079365079365,0.0012403179420713286,0.1407708532083165
48,70.353126688,0.6991758156437038,3.48351648351648,-0.018614434855603493,0.13853887065142423
49,70.290084322,0.6898375197566838,3.48717948717949,0.01240591023492053,0.1424453934085822
50,70.227105,0.6800540270251089,3.66910866910867,-0.0023329190044113473,0.1515599496803821
51,70.164188722,0.6698464939508723,3.77777777777778,-0.02545411796440208,0.16693437224175878
52,70.101335488,0.6592491010412431,3.73992673992674,0.011874446179643599,0.17555338018631184
53,70.038545298,0.6483088223551096,3.75579975579976,0.00499110074936199,0.16508519585035242
54,69.975818152,0.6370869543982145,3.84737484737485,0.004277951606696412,0.16646747276776452
55,69.91315405,0.6256570314636749,3.98290598290598,0.008160954513424206,0.1744655926932841
56,69.850552992,0.6141027336169218,3.78510378510379,-0.004945665558355959,0.18847791154436822
57,69.78801497799999,0.6025141292680918,3.78388278388278,0.013556994873458511,0.19677596431048217
58,69.725540008,0.5909834641723503,3.76068376068376,0.0007473258715794815,0.2080425098536237
59,69.663128082,0.5795989632625491,3.63858363858364,-0.03139129465043867,0.21436076828107486
60,69.6007792,0.5684420585564389,3.56654456654457,0.0019698433797031316,0.22135595582219902
